;;;;;;;;;;;;;;;;;
;;;;;Das Konzept oder der Entwurf (das Wort Design oder Plan ist zu speziell) (halb sicher);;;;;;;;;;;;
;;;;;das Selbe (ich bin mir sicher);;;;;;;;;;;;
;;;;;alles das größtenteils sicher: Gleichheit als Durchführung der Frage ob! Aber nicht unbedingt tatsächliche Gleichheit (wie es bei 1 mit 2 in Kombination wäre);;;;;;;;;;;;
;;;;;alles das größtenteils sicher: Kongruenz, Äquivalenz;;;;;;;;;;;;
;;;;;So ähnlich: Unmittelbarkeit d.h. Direktheit;;;;;;;;;;;;
;;;;;vielleicht künstliche Intelligenz, weil: Rekursion + Logik = klassische künstliche Intelligenz (wenn 15 überhaupt auch Rekursion meint);;;;;;;;;;;;
;;;;;Strukturalie: Raum (4 mit 8) und Raumzeit (4 mit 8), denn Dimensionen (8) machen noch keinen Raum (4 mit 8), da man die Linie (4) bzw. den Fluss (4) braucht (ich bin mir größtenteils sicher);;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;"Sehr sicher: Universum: der Gegenstand der Transzendentalphilosophie ohne Philosophie , und Logikgatter (Zustände [8] wahr [10] werden lassen und Zustände [8] bringen Wahrheit [10], Wirklichkeit [10]); Logikgatter ? Also „der Prozess“, weil Logikgatter im PROZESSor drin sind; Anwendung: Regelungs- und Steuerungstechnik oder Informatik-Automaten; Verfassungswirklichkeit (die realen Gegebenheiten innerhalb eines politischen Systems); und „der Befehl“, weil Prozessoren oft mit Assembler-Befehlen angesteuert werden können, zweite ganz andere Begründung: Befehle sind Zustände, die zur Wahrheit werden sollen oder Wahrheiten, die zu Zuständen werden sollen. ";;;;;;;;;;;;
;;;;;halbwegs sicher: Logikgatter, die rechnen können (Wahrheit [Logik] aus Zuständen (8), die Zahlen (6) machen können) (Es könnte aber auch Struktursachen sein, bei denen etwas anderes der 3 auf etwas anderem der 3 basiert, usw.);;;;;;;;;;;;
;;;;;alles das größtenteils sicher: Glaubwürdigkeit (dabei wird darin unterteilt: Kompetenz, Vertrauenswürdigkeit, Dynamismus), Authentizität (weil es die Echtheit [10] bezogen auf den Ursprung meint und Prinzip [1/8] lateinisch Ursprung bedeutet und sich dadurch definiert.),, Anwendung: sogenannte wissenschaftliche Methode (ich bin mir größtenteils sicher);;;;;;;;;;;;
;;;;;halbwegs sicher: sogenannte mathematische Modellierung oder auch theoretische Grundlagen der Computerwissenschaften (beides ist fast das gleiche): mit Prinzipien Wahrheitsobjekte gestalten oder aus Wahrheitsobjekten Prinzipien gewinnen (Universum) (ich bin mir sicher);;;;;;;;;;;;
;;;;;die Position des Dinges an sich und oder für sich, d.h. Analysis-Funktionen (wenn es noch eine 16 [Funktion] wäre, was es aber nicht ist), mit Definitionsbereichen und Wertebereichen nicht aus Zahlen, sondern aus allerlei Dingen an sich und für sich aus der Philosophie;;;;;;;;;;;;
;;;;;Sehr sicher: Die richtige (10) Meinung (17) zu haben entspricht: die richtige Analysis-Funktion zeichnen oder bestimmen zu können, d.h. dass x-Wert und y-Wert zusammen die richtige Position (17) treffen. (Galaxieerklärung hinauf zu einer Universumerklärung, d.h. einer mathematischen Entsprechung);;;;;;;;;;;;
;;;;;Sehr sicher: eine gut (7) gesinnte Meinung (17) zu haben, entspricht Mathe einer Analysis Funktion mit „einer Richtung“, d.h. statt Werte aus Zahlen (6), aus Vektoren (6 mit 7) ohne Zahlen darin, also nur Winkel (7) im Defintionsbereich und Wertebereich;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;Sehr sicher: boolsche Mengenoperationen im 3D Raum in 3D Modellierprogrammen und in allem (noch komplexerem), als Raum aus Dimensionen;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;Größtenteils sicher: Wichtigkeit: Die Relation  (Wert definiert Wahrheit) und der Rang von Wahrheiten (Wahrheit definiert Wert), Relation synonym zu zweistelligem Prädikat, d.h. also auch dies hier mehrstelliges Prädikat aus Werten;;;;;;;;;;;;
;;;;;Nicht sehr sicher: Arten (genauer: Mengen) von Wahrheitsvektoren, Vektoren, die statt Zahlen Wahrheitswerte haben und davon verschiedene Arten (so wie es verschiedene Zahlenarten gibt, basierend auf der Menge, d.h. Restklassen nicht, da die Klasse die 20 ist);;;;;;;;;;;;
;;;;;Größtenteils sicher: Mengen, die Zahlen definieren (wie z.B. rationale oder natürliche Zahlen) und Zahlen über Mengen, z.B. die Kardinalzahlen oder die Anzahl der Elemente einer Menge;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;Synchronizität (nicht 100% sicher);;;;;;;;;;;;
;;;;;Die Entscheidung (sehr sicher) (das Konkrete [2] impliziert u.a. Entscheidungen [2] überhaupt, aber dazu muss man eine Richtung [7] gehen, Fähigkeiten [2] bestehen aus einer Sequenz von Entscheidungen [2], aber auch hier muss man eine Richtung [7] gehen);;;;;;;;;;;;
;;;;;größtenteils sicher: Mode, Stil von Epochen;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;das Robuste (unsicher, ob das stimmt, aber mein Gefühl sagt, dass das sehr wohl richtig sein kann);;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;wahrscheinlich: Geometrie (unsicher);;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;Zeitpunkt oder Zeitspanne im Bezug zu Veränderung (größtenteils sicher);;;;;;;;;;;;
;;;;;unbekannt welche Strukturalie, aber schön (7 mit 10) sein können (2) (2*7 mit 2*10 = 14 mit 20), wenn man schön wäre;;;;;;;;;;;;
;;;;;unbekannt welche Strukturalie, aber entscheiden (7 mit 2) können (2), wenn man entscheiden würde = 7*2 mit 2*2 = 14 mit 4;;;;;;;;;;;;
;;;;;unbekannt welche Strukturalie, aber das Wohl (7 mit 6) haben können oder dafür sorgen können, wenn man es wollte = 2*7 mit 2*6 = 14 mit 12;;;;;;;;;;;;
;;;;;Bezug im Sinne von Bezogenheit;;;;;;;;;;;;
;;;;;"Anatomie eines Ganzen mit ihren Konkreten Teilen, Betrachtungen, Elementen, Bereichen, Räumen, etc. zusammen; und ggf. der Kontext zu dem, das größer als das Ganze ist.";;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;"Das Seiende ist Existenz (3) mit dem Sein (8) in Kombination; Bestand bzw. Inventar bzw. Rücklage ";;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;Die Erkenntnis des Seienden, also z.B. „das Ding an sich“ oder „das Ding für sich“. (Ding nicht immer unbedingt im Sinn von „konkret“, ansonsten müsste die „2“ dazu.);;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;der Gegenstand der Transzendentalphilosophie und durch die 7 mit Philosophie (7 mit 10);;;;;;;;;;;;
;;;;;das Urteil;;;;;;;;;;;;
;;;;;die Rechts-Verständnis-Position;;;;;;;;;;;;
;;;;;Akzidens, während die 12 allein die Substanz (12) meint;;;;;;;;;;;;
;;;;;der Plan (unsicher);;;;;;;;;;;;
;;;;;Anpassung (Richtung mit Veränderung) (sicher);;;;;;;;;;;;
;;;;;Paradigmatik (verwandt zu Systematik);;;;;;;;;;;;
;;;;;Rekursionssystematik;;;;;;;;;;;;
;;;;;der Baum der Branchen, nicht nur Wirtschaftszweige (Zweige von Funktionstätigkeiten) (größtenteils sicher);;;;;;;;;;;;
;;;;;das Zeitmaß;;;;;;;;;;;;
;;;;;Zahlen mit Vorzeichen, Plus oder Minus;;;;;;;;;;;;
;;;;;genaue Zahlen, keine diffusen Zahlen, keine irrationalen Zahlen, aber deshalb nicht automatisch rationale Zahlen;;;;;;;;;;;;
;;;;;in der Welt vorhandener, nicht fiktiver Wert;;;;;;;;;;;;
;;;;;Zahlensystem;;;;;;;;;;;;
;;;;;Zahlen Addieren, Multiplizieren, Zahl zu Menge oder Tupel  hinzufügen;;;;;;;;;;;;
;;;;;Zahlen Dividieren, vielleicht auch Subtrahieren;;;;;;;;;;;;
;;;;;eine Analysis-Funktion oder allgemeine Funktion aus Zahlenwerten in Definitionsmenge und Wertemenge;;;;;;;;;;;;
;;;;;Positionsangaben aus Zahlenwerten zur Erstellung von Analysis-Funktionen oder allgemeinen Funktionen;;;;;;;;;;;;
;;;;;Vergleiche von Zahlen, die nicht auf einen Wert wie richtig oder falsch reduziert werden können, also ob eine Zahl größer als die andere ist, sondern, die im Verhältnis relativ bleiben;;;;;;;;;;;;
;;;;;"die Positionen der Elemente von Wertebereich und Definitionsbereich in einer Analysis-Funkion; 17 allein kann auch andere Positionen meinen, als die von Funktionen.";;;;;;;;;;;;
;;;;;wahrscheinlich: die Kultur (halb sicher);;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;die Wahrheitspunkte, Wahrheitshappen, Wahrheitsstellen;;;;;;;;;;;;
;;;;;die vorhandene Wirklichkeit;;;;;;;;;;;;
;;;;;die Gestaltung der Wirklichkeit und die mögliche Wirklichkeit;;;;;;;;;;;;
;;;;;die bedingte Wirklichkeit;;;;;;;;;;;;
;;;;;z.B. sogenannte Restklassen aus der Mathematik;;;;;;;;;;;;
;;;;;"die Extremalwerte und Sattelpunkte, etc. von einer Analysis-Funkion; 19 allein kann auch andere Extreme meinen, als die von Funktionen.";;;;;;;;;;;;
