Andersheit bzw. Unterscheidung;;;;;;;;;;;;;;;;;
das Wesen, d.h. der Containerdatentyp (Menge, Liste und alles andere) damit indirekt alle Räume nicht nur aus Dimensionen und das impliziert damit die Abstraktheit als solches, die mathematische (0,0)-Kategorie;;;;;;;;;;;;;;;;;
Negation, unäre Operation;;;;;;;;;;;;;;;;;
Kombination und Synthese;;;;;;;;;;;;;;;;;
Reflexivität, Introversion, Reziprozität, Rekursion, Inversion;;;;;;;;;;;;;;;;;
die Funktion (aus der Mathematik oder von dir in der Gesellschaft oder in der Software-Entwicklung) ([andere] Funktionen heißen in Mathematik auch „Familien“);;;;;;;;;;;;;;;;;
das Absolute (absolut gefundene und gesetzte Punkte und Linien auf einer Analysis-Funktion = Meinungen, die Menschen oder Außerirdische haben können  = sind Abbildungen von Paradigmen auf andere Paradigmen);;;;;;;;;;;;;;;;;
die Relation (Differenzialrechnung und alles Relationale, das nicht durch einen Wahrheitswert aufgelöst werden kann, wie z.B. ein bloßer Vergleich [<,>,<=,>=]) (zwischen Meinungen differenzieren zu können)  (wenn 18. Differenzialrechnung ist, dann ist 1/18 wohl Integralrechnung);;;;;;;;;;;;;;;;;
das Extreme (z.B. Maxima und  Minima in Analysis-Funktionen oder Bestimmen von „Unendlich“ bei Folgen und Reihen, [nicht-]lineare Optimierung), (extreme Totalitäten – als irgend so etwas wie Universalien oder Transzendentalien [Was ist das?]);;;;;;;;;;;;;;;;;
die Klasse (mathematisch, gesellschaftlich, „objekt-orientierte“ Programmierung);;;;;;;;;;;;;;;;;
Belegung, d.h. Instanziierung (wie in OOP-Softwareentwicklung), Benutzung der Methoden (Klassenfunktionen) des Objektes, alles naheliegende direkte, das man mit Objekten von Klassen anstellen kann (fast sicher);;;;;;;;;;;;;;;;;
